timestamp,interval_seconds
1771293974.811203,0.433492
1771293975.912237,1.101208
1771293976.463717,0.551452
1771293977.042553,0.578793
1771293978.265595,1.223080
1771293978.926434,0.660864
1771293979.527625,0.601168
1771293980.097256,0.569629
1771293980.722105,0.624866
1771293981.164612,0.442505
1771293981.732255,0.567584
1771293982.291111,0.558899
1771293983.161674,0.870565
1771293983.680854,0.519111
1771293984.030769,0.349972
1771293984.528917,0.498114
1771293985.345759,0.816872
1771293986.786340,1.440511
1771293988.351168,1.564807
1771293989.062020,0.710917
1771293990.495951,1.433842
1771293991.460743,0.964520
1771293992.925512,1.465103
1771293993.589897,0.664362
1771293994.313021,0.723147
1771293994.770935,0.457953
1771293995.353434,0.582504
1771293995.877977,0.524514
1771293996.714329,0.836370
1771293997.219661,0.505260
1771293998.334792,1.115192
1771293998.824305,0.489530
1771293999.742548,0.918219
1771294000.952986,1.210416
1771294001.648338,0.695269
1771294002.298295,0.650004
1771294004.138892,1.840632
1771294004.755054,0.616174
1771294005.226235,0.471192
1771294005.679297,0.453056
1771294006.294812,0.615508
1771294006.847524,0.552640
1771294008.182784,1.335306
1771294009.480629,1.297796
1771294011.820357,2.339768
1771294012.415519,0.595184
1771294013.037480,0.621868
1771294013.877513,0.839999
1771294014.419244,0.541855
1771294014.912089,0.492791
1771294015.394265,0.482229
1771294015.826546,0.432287
1771294016.322685,0.496118
1771294016.990037,0.667361
1771294017.432529,0.442480
1771294018.196253,0.763716
1771294018.728864,0.532536
1771294019.246117,0.517278
1771294020.001576,0.755515
1771294020.424976,0.423406
1771294020.778052,0.353076
1771294021.453128,0.675035
1771294022.633060,1.179972
1771294023.452248,0.819179
1771294024.361993,0.909731
1771294025.133437,0.771440
1771294025.919829,0.786395
1771294026.719490,0.799574
1771294027.348479,0.629070
1771294027.846344,0.497872
1771294028.255545,0.409200
1771294029.216651,0.961080
1771294030.026660,0.809970
1771294031.162594,1.135953
1771294031.763965,0.601382
1771294032.229579,0.465583
1771294032.690866,0.461347
1771294033.190212,0.499233
1771294033.786240,0.596137
1771294034.303835,0.517558
1771294034.846622,0.542803
1771294035.495798,0.649167
1771294036.131583,0.635810
1771294036.544798,0.413166
1771294036.899657,0.354847
1771294037.357349,0.457737
1771294038.268382,0.911008
1771294038.819071,0.550719
1771294039.379821,0.560727
1771294040.502207,1.122390
1771294041.264988,0.762782
1771294042.195740,0.930728
1771294042.832720,0.636998
1771294043.525139,0.692393
1771294044.614994,1.089851
1771294045.283340,0.668370
1771294046.131199,0.847855
1771294046.777340,0.646129
1771294047.221260,0.443935
1771294048.126003,0.904730
1771294048.558700,0.432694
1771294049.271427,0.712722
1771294050.470451,1.199010
1771294051.520530,1.050008
1771294052.409378,0.888917
1771294053.011343,0.601967
1771294054.773659,1.762191
1771294055.802100,1.028544
1771294056.503167,0.701068
1771294057.042445,0.539292
1771294057.674451,0.632003
1771294059.179908,1.505431
1771294060.193443,1.013545
1771294060.942653,0.749223
1771294061.479631,0.536905
1771294062.847635,1.368066
1771294063.496437,0.648790
1771294063.938713,0.442208
1771294064.620795,0.682152
1771294065.660358,1.039553
1771294066.771583,1.111242
1771294067.230536,0.458929
1771294067.701689,0.471166
1771294068.399902,0.698207
1771294068.953381,0.553476
1771294069.469995,0.516596
1771294069.963703,0.493715
1771294070.753824,0.790132
1771294071.337321,0.583471
1771294072.364050,1.026732
1771294073.399921,1.035871
1771294073.918456,0.514714
1771294074.569770,0.655146
1771294075.122323,0.552513
1771294075.750793,0.628511
1771294077.067002,1.316210
1771294077.851371,0.784348
1771294078.532437,0.681019
1771294079.166099,0.633687
1771294079.961989,0.795924
1771294080.574666,0.612618
1771294082.381703,1.807036
1771294083.242542,0.860871
1771294083.949196,0.706652
1771294084.813187,0.863930
1771294085.674711,0.861535
1771294086.370319,0.695576
1771294086.864651,0.494404
1771294087.569183,0.704558
1771294088.133645,0.564465
1771294088.791080,0.657416
1771294089.271485,0.480401
1771294089.681167,0.409668
1771294090.053799,0.372655
1771294091.565312,1.511496
1771294092.248511,0.683183
1771294092.841912,0.593404
1771294093.284825,0.442931
1771294094.471781,1.186929
1771294095.366099,0.894298
1771294095.804684,0.438586
1771294096.635114,0.830421
1771294097.776721,1.141620
1771294098.286473,0.509724
1771294099.140880,0.854457
1771294099.617820,0.476927
1771294100.880174,1.262285
1771294101.477939,0.597817
1771294102.126171,0.648247
1771294103.251272,1.125104
1771294103.954179,0.702820
1771294104.811094,0.856972
1771294105.313548,0.502346
1771294105.714272,0.400845
1771294106.630396,0.916119
1771294107.071664,0.441283
1771294107.512134,0.440475
1771294108.207547,0.695360
1771294108.828134,0.620600
1771294109.440935,0.612808
1771294110.186447,0.745502
1771294110.993735,0.807302
1771294111.510041,0.516313
1771294112.159610,0.649548
1771294112.875451,0.715839
1771294113.772867,0.897352
1771294114.419801,0.646967
1771294114.866277,0.446520
1771294115.362980,0.496704
1771294115.961397,0.598344
1771294116.527138,0.565787
1771294117.224787,0.697677
1771294118.829929,1.605119
