evo rate,enviormentChangeRate,fitness
0.05,0.5,1735.6421052631579
0.051,0.5,1789.2674418604652
0.052,0.5,1702.6935483870968
0.053,0.5,1698.7810650887575
0.054,0.5,1802.6736842105263
0.055,0.5,1972.5621301775147
0.056,0.5,1663.010989010989
0.057,0.5,1725.0298507462687
0.058,0.5,1667.329479768786
0.059,0.5,1903.502617801047
0.06,0.5,1776.210843373494
0.061,0.5,1895.3107344632767
0.062,0.5,1745.2685714285715
0.063,0.5,1791.2923976608188
0.064,0.5,1993.85625
0.065,0.5,1844.0641025641025
0.066,0.5,1744.4716981132076
0.067,0.5,1907.5
0.068,0.5,1670.233695652174
0.069,0.5,1963.9235294117648
0.07,0.5,1880.2569444444443
0.071,0.5,1876.549019607843
0.072,0.5,1698.5217391304348
0.073,0.5,1883.5505617977528
0.074,0.5,1852.1951219512196
0.075,0.5,1716.5508982035929
0.076,0.5,1800.358024691358
0.077,0.5,2055.010989010989
0.078,0.5,2106.978723404255
0.079,0.5,1739.875
0.08,0.5,1869.5625
0.081,0.5,1977.7604790419161
0.082,0.5,1894.7533333333333
0.083,0.5,1965.4028776978416
0.084,0.5,1809.525
0.085,0.5,1877.867549668874
0.086,0.5,1862.7021276595744
0.087,0.5,1847.2378048780488
0.088,0.5,2058.9609375
0.089,0.5,1789.3221476510066
0.09,0.5,1965.6846153846154
0.091,0.5,2197.837037037037
0.092,0.5,1852.8529411764705
0.093,0.5,1671.0620689655173
0.094,0.5,1896.047619047619
0.095,0.5,1878.6470588235295
0.096,0.5,1916.622950819672
0.097,0.5,1965.09243697479
0.098,0.5,1857.023622047244
0.099,0.5,1568.8581081081081
0.1,0.5,2014.515337423313
0.101,0.5,2112.340579710145
0.102,0.5,1776.0144927536232
0.103,0.5,1693.5608108108108
0.104,0.5,2042.8503401360545
0.105,0.5,1981.11377245509
0.106,0.5,1853.8623188405797
0.107,0.5,1763.8345323741007
0.108,0.5,1905.577922077922
0.109,0.5,1949.6274509803923
0.11,0.5,2057.691275167785
0.111,0.5,1771.7251908396947
0.112,0.5,1859.5798816568047
0.113,0.5,1822.2108843537414
0.114,0.5,2044.7567567567567
0.115,0.5,1907.8432835820895
0.116,0.5,1765.817610062893
0.117,0.5,1989.2777777777778
0.118,0.5,1680.2198581560283
0.119,0.5,1688.7414965986395
0.12,0.5,1824.0621118012423
0.121,0.5,1966.8531468531469
0.122,0.5,1714.8976377952756
0.123,0.5,1889.9432624113474
0.124,0.5,1834.7481481481482
0.125,0.5,2116.063694267516
0.126,0.5,1988.7124183006536
0.127,0.5,1795.0073529411766
0.128,0.5,1941.142857142857
0.129,0.5,1863.3112582781457
0.13,0.5,1702.5886524822695
0.131,0.5,1832.2163742690059
0.132,0.5,1962.1172839506173
0.133,0.5,1971.1216931216932
0.134,0.5,1946.560975609756
0.135,0.5,1792.75
0.136,0.5,1856.9248554913295
0.137,0.5,2000.8461538461538
0.138,0.5,1964.404255319149
0.139,0.5,2085.6153846153848
0.14,0.5,1952.3788819875776
0.141,0.5,1933.342105263158
0.142,0.5,1862.575
0.143,0.5,1978.271676300578
0.144,0.5,1898.5077720207255
0.145,0.5,2120.899470899471
0.146,0.5,1823.4625
0.147,0.5,1823.658163265306
0.148,0.5,1842.7052631578947
0.149,0.5,1972.1630434782608
0.15,0.5,1840.7977528089887
0.151,0.5,1907.4745762711864
0.152,0.5,1963.771028037383
0.153,0.5,1812.203125
0.154,0.5,1923.746192893401
0.155,0.5,1785.2819383259912
0.156,0.5,1956.7296137339056
0.157,0.5,1834.2568306010928
0.158,0.5,1956.4597701149426
0.159,0.5,1863.2189054726368
0.16,0.5,1878.1759259259259
0.161,0.5,1940.780269058296
0.162,0.5,2004.0511627906976
0.163,0.5,1824.2117117117118
0.164,0.5,1996.995
0.165,0.5,1808.2698412698412
0.166,0.5,1747.4788732394366
0.167,0.5,1923.3818181818183
0.168,0.5,1918.8810572687225
0.169,0.5,1875.94
0.17,0.5,1823.6138613861385
0.171,0.5,1926.8232558139534
0.172,0.5,1978.131067961165
0.173,0.5,1867.9901477832511
0.174,0.5,2012.448780487805
0.175,0.5,1926.360824742268
0.176,0.5,2018.6009852216748
0.177,0.5,1853.0330578512396
0.178,0.5,2038.9857142857143
0.179,0.5,1879.7874396135267
0.18,0.5,1846.3053097345132
0.181,0.5,1956.8755364806866
0.182,0.5,1885.569721115538
0.183,0.5,1947.4357798165138
0.184,0.5,2040.8034188034187
0.185,0.5,1806.861788617886
0.186,0.5,1828.7826086956522
0.187,0.5,1832.7751196172248
0.188,0.5,1941.9733333333334
0.189,0.5,1964.1013215859032
0.19,0.5,1740.626728110599
0.191,0.5,1813.9166666666667
0.192,0.5,1821.5617021276596
0.193,0.5,1735.7864077669904
0.194,0.5,1693.390350877193
0.195,0.5,1733.8511627906976
0.196,0.5,1782.3394495412845
0.197,0.5,1849.8333333333333
0.198,0.5,1726.273148148148
0.199,0.5,1830.7745098039215
0.2,0.5,1790.0781893004116
0.201,0.5,1768.1422413793102
0.202,0.5,1741.938679245283
