timestamp,interval_seconds
1770621540.015559,7.575394
1770621544.875651,4.861609
1770621545.646126,0.770464
1770621546.619975,0.973863
1770621547.314207,0.694222
1770621547.893443,0.579193
1770621548.287410,0.394028
1770621550.222539,1.935084
1770621552.129155,1.906651
1770621552.698603,0.569432
1770621553.540859,0.842230
1770621554.513608,0.972820
1770621555.029393,0.515792
1770621555.813645,0.784246
1770621557.472529,1.658806
1770621558.383678,0.911217
1770621558.953061,0.569400
1770621559.375874,0.422790
1770621559.880630,0.504776
1770621560.360407,0.479788
1770621560.946596,0.586138
1770621561.551773,0.605220
1770621562.069122,0.517329
1770621562.594756,0.525650
1770621562.968923,0.374178
1770621563.499353,0.530419
1770621563.954115,0.454756
1770621564.404402,0.450248
1770621565.229779,0.825382
1770621566.170015,0.940255
1770621566.705862,0.535872
1770621567.265579,0.559692
1770621568.105979,0.840425
1770621569.985808,1.879835
1770621571.016888,1.031040
1770621572.037349,1.020482
1770621573.023787,0.986473
1770621573.882253,0.858429
1770621574.412171,0.529890
1770621575.010758,0.598629
1770621575.987661,0.976917
1770621576.732491,0.744817
1770621577.530645,0.798170
1770621578.483497,0.952799
1770621579.045033,0.561544
1770621579.988127,0.943105
1770621581.088860,1.100791
1770621581.637776,0.548898
1770621582.708475,1.070687
1770621583.380106,0.671633
1770621584.311301,0.931198
1770621585.356223,1.044934
1770621585.888838,0.532606
1770621587.138885,1.250058
1770621587.634739,0.495883
1770621588.195500,0.560756
1770621588.586192,0.390714
1770621589.010388,0.424111
1770621589.850079,0.839778
1770621590.764315,0.914202
1770621591.340718,0.576419
1770621591.775787,0.435092
1770621592.330105,0.554284
1770621592.902528,0.572416
1770621593.393507,0.490923
1770621594.709363,1.315914
1770621595.406754,0.697413
1770621595.941511,0.534761
1770621596.441643,0.500131
1770621597.059458,0.617803
1770621597.645988,0.586531
1770621598.380061,0.734026
1770621599.226652,0.846638
1770621599.876303,0.649643
1770621601.497757,1.621449
1770621602.699617,1.201896
1770621604.041639,1.342020
1770621604.952449,0.910733
1770621605.425118,0.472693
1770621606.044003,0.618949
1770621606.639527,0.595529
1770621607.352005,0.712480
1770621607.821331,0.469285
1770621608.709466,0.888113
1770621609.192147,0.482719
1770621610.017374,0.825227
1770621610.612386,0.595030
1770621611.545028,0.932648
1770621611.977210,0.432180
1770621612.473490,0.496293
1770621612.991684,0.518195
1770621613.460878,0.469192
1770621614.262413,0.801562
1770621614.873088,0.610611
1770621615.400866,0.527805
1770621616.044463,0.643581
1770621617.001040,0.956609
1770621617.520176,0.519154
1770621618.802194,1.281969
1770621620.205438,1.403232
1770621621.440616,1.235173
1770621622.746936,1.306324
1770621624.459034,1.712097
1770621625.050336,0.591294
1770621625.542075,0.491812
1770621627.009683,1.467554
1770621628.369302,1.359681
1770621628.683669,0.314382
1770621629.157463,0.473798
1770621629.632379,0.474912
1770621630.151709,0.519310
1770621630.812899,0.661179
1770621632.237900,1.425007
1770621633.115013,0.877061
1770621633.945841,0.830887
1770621634.666902,0.721064
1770621635.488086,0.821162
1770621635.997575,0.509531
1770621636.496811,0.499173
1770621637.033715,0.536928
1770621638.018945,0.985250
1770621638.640037,0.621132
1770621639.254109,0.614047
1770621639.870170,0.616055
1770621640.640516,0.770348
1770621641.117491,0.476991
1770621641.837164,0.719647
1770621642.591548,0.754410
1770621643.094788,0.503214
1770621643.614697,0.519931
1770621644.269762,0.655044
1770621644.704927,0.435192
1770621645.219565,0.514553
1770621646.029740,0.810269
1770621647.684551,1.654760
1770621648.174804,0.490228
1770621649.509919,1.335128
1770621651.445004,1.935149
1770621652.135990,0.690992
1770621652.647696,0.511656
1770621653.220295,0.572630
1770621654.309121,1.088800
1770621655.037355,0.728283
1770621656.121362,1.083972
1770621657.372811,1.251452
1770621657.963379,0.590605
1770621658.402512,0.439062
1770621659.248644,0.846191
1770621659.965256,0.716635
1770621660.936255,0.970948
1770621661.916259,0.980025
1770621662.587341,0.671096
1770621663.082541,0.495192
1770621663.474043,0.391541
1770621664.125384,0.651317
1770621664.681102,0.555721
