evo rate,enviormentChangeRate,fitness
0.05,0.5,825.2
0.051,0.5,844.0
0.052,0.5,763.0
0.053,0.5,898.7777777777778
0.054,0.5,963.4
0.055,0.5,338.0
0.056,0.5,904.5
0.057,0.5,856.8
0.058,0.5,974.5
0.059,0.5,1813.3333333333333
0.06,0.5,957.7272727272727
0.061,0.5,1255.75
0.062,0.5,1379.25
0.063,0.5,780.2
0.064,0.5,1122.3333333333333
0.065,0.5,933.5454545454545
0.066,0.5,1007.75
0.067,0.5,1022.8888888888889
0.068,0.5,765.5555555555555
0.069,0.5,1129.4
0.07,0.5,1085.142857142857
0.071,0.5,1095.4444444444443
0.072,0.5,753.1
0.073,0.5,993.7
0.074,0.5,885.6666666666666
0.075,0.5,921.25
0.076,0.5,819.5
0.077,0.5,1068.3333333333333
0.078,0.5,1178.8
0.079,0.5,578.0
0.08,0.5,950.0
0.081,0.5,881.0
0.082,0.5,1191.142857142857
0.083,0.5,759.2857142857143
0.084,0.5,866.5454545454545
0.085,0.5,925.2222222222222
0.086,0.5,783.0
0.087,0.5,986.25
0.088,0.5,866.0
0.089,0.5,1236.5
0.09,0.5,858.7
0.091,0.5,1306.0
0.092,0.5,823.125
0.093,0.5,705.0
0.094,0.5,851.8
0.095,0.5,946.6666666666666
0.096,0.5,771.5714285714286
0.097,0.5,1092.75
0.098,0.5,704.625
0.099,0.5,861.0
0.1,0.5,1097.4
0.101,0.5,915.3333333333334
0.102,0.5,758.7142857142857
0.103,0.5,725.3333333333334
0.104,0.5,965.6666666666666
0.105,0.5,972.6666666666666
0.106,0.5,612.3333333333334
0.107,0.5,621.25
0.108,0.5,1019.9230769230769
0.109,0.5,870.0
0.11,0.5,802.25
0.111,0.5,1332.3333333333333
0.112,0.5,551.0
0.113,0.5,418.6666666666667
0.114,0.5,878.6
0.115,0.5,514.0
0.116,0.5,864.2
0.117,0.5,935.0
0.118,0.5,982.875
0.119,0.5,2895.0
0.12,0.5,834.0
0.121,0.5,1273.25
0.122,0.5,1163.5
0.123,0.5,651.75
